,Date,Open,High,Low,Close
68,2020-04-08,2092.7517585122546,2120.6551377735386,1967.1866455078125,1967.1866455078125
69,2020-04-09,1995.0902723451957,2029.9695475857304,1918.3560166901732,1946.2593994140625
70,2020-04-13,1946.2589676423538,1981.138235145028,1883.476510948722,1932.307373046875
71,2020-04-14,1946.2590444719272,2022.9932861328127,1932.307449325702,2022.9932861328125
72,2020-04-15,2022.9933985160098,2085.7758611757604,1904.4041774858122,1925.3316650390625
73,2020-04-16,1932.3074821637852,1932.3074821637852,1799.7664829802488,1820.6939697265625
74,2020-04-17,1862.5488468531512,1981.1382445176928,1855.5731431937359,1974.162353515625
75,2020-04-20,2009.0416817976457,2022.9934655237175,1925.3317288119158,1939.2833251953125
76,2020-04-21,1918.3559563458177,1946.25933819197,1876.5009772479325,1897.428466796875
77,2020-04-22,1883.4769287923314,1974.1627821379518,1848.5976535517964,1946.2593994140625
78,2020-04-23,1974.1622255176208,2009.0413035812132,1946.2588506611628,1953.2347412109375
79,2020-04-24,1953.2351678306743,1953.2351678306743,1834.645751953125,1834.645751953125
80,2020-04-27,1869.5248375932927,1883.4766203417475,1820.693972659025,1855.5732421875
81,2020-04-28,1869.524893870592,1876.500785454811,1792.790648472187,1806.742431640625
82,2020-04-29,1813.7181978650588,1827.6699815102916,1785.814817917267,1799.7666015625
83,2020-04-30,1827.6698118372933,1911.3797565667228,1820.6939206622885,1904.404052734375
84,2020-05-04,1862.5491329041554,1869.5250249775831,1813.7182630755226,1834.645751953125
85,2020-05-05,1834.645751953125,1869.5250249775831,1820.6941551489504,1834.645751953125
86,2020-05-06,1834.6455035911104,1848.597285849267,1813.7180175465307,1827.6697998046875
87,2020-05-08,1841.621514876384,1855.573298044822,1799.766540056406,1806.742431640625
88,2020-05-11,1834.6455035911104,1841.6213947201888,1813.7180175465307,1827.6697998046875
89,2020-05-12,1827.6697866455554,1834.6454903817535,1723.0321698333871,1736.9837646484375
90,2020-05-13,1716.0565784061673,1757.911744845226,1702.1049811549392,1723.032470703125
91,2020-05-14,1702.1049193318825,1730.0083001635323,1625.3706688805153,1639.322265625
92,2020-05-15,1660.2496522540598,1674.2014354827395,1541.6604315236275,1562.5880126953125
93,2020-05-18,1569.563868773511,1583.5156525189518,1506.781310275717,1513.7572021484375
94,2020-05-19,1569.563789561288,1688.1530086992343,1569.563789561288,1653.27392578125
95,2020-05-20,1646.2981582564107,1743.9598975307163,1618.3947774147975,1730.00830078125
96,2020-05-26,1778.838985645178,1778.838985645178,1723.0322297587632,1757.9114990234375
97,2020-05-27,1771.8632853203176,1834.645751953125,1757.911688516143,1834.645751953125
98,2020-05-28,1841.621406844646,1939.283133924085,1841.621406844646,1904.404052734375
99,2020-05-29,1883.4768120285473,2057.872802734375,1883.4768120285473,2057.872802734375
100,2020-06-02,2057.8724698099654,2295.0508888744716,2057.8724698099654,2218.316650390625
101,2020-06-03,2232.268800276356,2288.075375092687,2099.7277869843724,2162.51025390625
102,2020-06-04,2176.4616022204423,2232.268353202602,2113.6789605298513,2134.6064453125
103,2020-06-05,2141.5827037026497,2183.437867796576,2064.848454763575,2169.486083984375
104,2020-06-08,2218.3167232787864,2350.8577190772307,2211.3408320939584,2302.02685546875
105,2020-06-09,2336.9058648384776,2343.8817558087694,2239.244140625,2239.244140625
106,2020-06-10,2218.3168222909258,2218.3168222909258,2092.751712072848,2113.67919921875
107,2020-06-11,2183.437475692607,2183.437475692607,2022.9931147211214,2071.823974609375
108,2020-06-12,2022.9933591389529,2120.6550907149394,1953.2350062050577,2113.67919921875
109,2020-06-15,2120.655014184365,2127.630905428807,2016.0173948883705,2022.9932861328125
110,2020-06-16,2071.8242293348,2197.3893398200203,2064.8483378237693,2183.437744140625
111,2020-06-17,2232.268800276356,2232.268800276356,2148.5586570378377,2162.51025390625
112,2020-06-18,2127.631103515625,2176.4619720876553,2120.655211621713,2127.631103515625
113,2020-06-19,2148.5586570378377,2169.486146011797,2134.6068728267437,2162.51025390625
114,2020-06-22,2162.50982080358,2169.485711512011,2113.6789605298513,2134.6064453125
115,2020-06-23,2106.70367529611,2134.6068689826852,2078.8002942668527,2099.727783203125
116,2020-06-24,2127.631046792316,2190.4135101356933,2099.7276673032575,2176.4619140625
117,2020-06-25,2162.50982080358,2169.485711512011,2120.6548512382824,2134.6064453125
118,2020-06-26,2162.5100650067434,2176.461847999122,2106.7034950652264,2113.67919921875
119,2020-06-29,2120.655029296875,2134.606624542524,2078.800056217268,2120.655029296875
120,2020-06-30,2141.5825778608414,2169.4859565029324,2113.67919921875,2113.67919921875
121,2020-07-01,2120.6548512382824,2141.582336020931,2113.6789605298513,2134.6064453125
122,2020-07-02,2155.534117437793,2155.534117437793,2120.6548512382824,2134.6064453125
123,2020-07-03,2134.6068080668606,2155.534483748596,2120.655211621713,2127.631103515625
124,2020-07-06,2141.5825158366783,2162.510002376482,2113.6791380027203,2120.655029296875
125,2020-07-07,2141.5825778608414,2148.5584693570304,2113.67919921875,2113.67919921875
126,2020-07-08,2120.6551010283156,2232.26861613949,2113.6792094982006,2225.292724609375
127,2020-07-09,2225.292846436174,2253.1962267415774,2190.41357421875,2190.41357421875
128,2020-07-10,2183.437867796576,2197.3894642661003,2162.5101920782745,2169.486083984375
129,2020-07-13,2183.437747155676,2218.31683007366,2127.6309896757016,2204.365234375
130,2020-07-14,2204.365603248454,2267.1480754123,2183.4381125271725,2211.34130859375
131,2020-07-15,2232.268610032507,2260.1718013912973,2183.437744140625,2183.437744140625
132,2020-07-16,2183.437869649407,2204.3653580427904,2183.437869649407,2190.41357421875
133,2020-07-17,2190.4136349857563,2197.389527091303,2162.51025390625,2162.51025390625
134,2020-07-20,2162.5101882998315,2183.4378639815673,2113.679319727801,2127.631103515625
135,2020-07-21,2127.630812777551,2218.316645635595,2127.630812777551,2197.38916015625
136,2020-07-22,2204.3654191968503,2211.3411239597153,2155.534549143385,2162.51025390625
137,2020-07-23,2176.461977737387,2204.3653580427904,2162.5101939133465,2190.41357421875
138,2020-07-24,2183.437555984402,2190.4132595516403,2155.5341796875,2155.5341796875
139,2020-07-27,2155.534189197561,2197.38916015625,2155.534189197561,2197.38916015625
140,2020-07-28,2204.3653580427904,2211.3410626121336,2162.5101939133465,2190.41357421875
141,2020-07-29,2190.4135101356933,2197.389401843626,2162.5101306466354,2176.4619140625
142,2020-07-30,2183.437747155676,2211.340938552997,2169.4859641143494,2204.365234375
143,2020-08-03,2211.340733797753,2218.316624672496,2071.824040358788,2085.775634765625
144,2020-08-04,2092.751833234829,2148.55859375,2092.751833234829,2148.55859375
145,2020-08-05,2162.510190207455,2169.48608210752,2120.6552134924145,2148.55859375
146,2020-08-06,2162.5101920782745,2183.437867796576,2155.5344875148508,2169.486083984375
147,2020-08-07,2169.486083984375,2183.437867796576,2134.6068117965497,2169.486083984375
148,2020-08-10,2169.485961118564,2197.3893398200203,2162.5100696075333,2183.437744140625
149,2020-08-11,2183.437750114018,2246.2202118570535,2183.437750114018,2225.292724609375
150,2020-08-12,2225.2924478324576,2350.8575430436886,2225.2924478324576,2336.90576171875
151,2020-08-13,2336.905940754283,2406.664478038045,2302.0268594550594,2322.954345703125
152,2020-08-14,2322.954284767334,2336.905879452513,2288.0750170404067,2329.93017578125
153,2020-08-18,2329.930487151113,2462.47131007224,2329.930487151113,2455.49560546875
154,2020-08-19,2455.495248457604,2539.205190270093,2455.495248457604,2483.3984375
155,2020-08-24,2462.471080053532,2546.181213560177,2455.4953761016404,2539.205322265625
156,2020-08-25,2560.1330581628836,2650.819091796875,2539.2055695835556,2650.819091796875
157,2020-08-26,2650.8187826671997,2664.7703776455364,2581.060433090201,2608.963623046875
158,2020-08-27,2608.9642316217078,2636.8676154298655,2553.1576513480923,2581.06103515625
159,2020-08-28,2588.0365581868687,2608.964047732265,2546.181579096076,2574.0849609375
160,2020-08-31,2581.060531647194,2608.9637226693426,2441.543639823131,2448.51953125
161,2020-09-01,2476.4226189277515,2532.2293691066775,2427.591759356852,2518.277587890625
162,2020-09-02,2525.253847396811,2553.1572265625,2504.3263598582116,2553.1572265625
163,2020-09-03,2553.1570973029043,2574.084583782,2476.422855317779,2497.350341796875
164,2020-09-04,2518.2783209911013,2518.2783209911013,2427.592466057608,2476.42333984375
165,2020-09-07,2476.4229096148124,2490.374505125887,2441.543639823131,2448.51953125
166,2020-09-08,2448.5197135225817,2490.3746905142348,2448.5197135225817,2455.49560546875
167,2020-09-09,2427.5920968278583,2434.567801062968,2357.833743078085,2378.76123046875
168,2020-09-10,2302.0267798300897,2302.0267798300897,2218.316650390625,2218.316650390625
169,2020-09-11,2106.703283998421,2309.00243103593,2099.7273932011335,2267.1474609375
170,2020-09-14,2302.026987869176,2406.6646122891693,2302.026987869176,2399.688720703125
171,2020-09-15,2399.6885868411373,2413.6401818922955,2309.0025633093096,2322.954345703125
172,2020-09-16,2350.8580304660386,2364.809627341031,2260.1719950792003,2274.123779296875
173,2020-09-17,2281.09941936871,2309.002610035692,2211.340880673272,2232.2685546875
174,2020-09-18,2232.2686191076355,2281.099485198036,2225.292727568245,2246.22021484375
175,2020-09-21,2232.26861613949,2267.147699104732,2197.3893458315815,2225.292724609375
176,2020-09-22,2169.485961118564,2225.292718521476,2162.5100696075333,2183.437744140625
177,2020-09-23,2211.34105882256,2218.3169507226257,2127.63110539248,2148.55859375
178,2020-09-24,2113.67919921875,2148.5584693570304,2099.7276035690375,2113.67919921875
179,2020-09-25,2134.6066938536987,2218.31683007366,2120.655098155038,2204.365234375
180,2020-09-28,2218.3166358485423,2253.1959030553326,2148.5582887776122,2155.5341796875
181,2020-09-29,2176.461784964791,2204.365162798749,2106.703434051226,2120.655029296875
182,2020-09-30,2134.606624542524,2148.558407130833,2092.751651462917,2120.655029296875
183,2020-10-01,2155.5343684156887,2211.340938552997,2134.6066938536987,2204.365234375
184,2020-10-02,2218.317016065262,2239.2445050392216,2134.6068728267437,2162.51025390625
185,2020-10-05,2204.365234375,2211.340938552997,2169.4859641143494,2204.365234375
186,2020-10-06,2246.2202118570535,2260.171807574617,2218.31683307926,2225.292724609375
187,2020-10-07,2204.3652935515584,2211.340997916819,2148.5585345734416,2176.4619140625
188,2020-10-08,2197.38916015625,2211.3407546949297,2169.48578373624,2197.38916015625
189,2020-10-09,2197.38916015625,2211.3407546949297,2176.461674676905,2197.38916015625
190,2020-10-12,2204.3652373616965,2239.2443203269386,2197.3893458315815,2225.292724609375
191,2020-10-13,2225.2927333236084,2302.026978427365,2197.3893544365455,2288.0751953125
192,2020-10-14,2302.026863370185,2357.8336183550437,2295.050972161413,2343.8818359375
193,2020-10-15,2343.882203863807,2357.8339884714046,2309.0029296875,2309.0029296875
194,2020-10-16,2329.930103427792,2343.8816976797193,2239.244085090998,2267.1474609375
195,2020-10-19,2274.123599540302,2295.0510868699325,2253.1961122106713,2288.0751953125
196,2020-10-20,2288.0749459867147,2295.050836784002,2239.244085090998,2267.1474609375
197,2020-10-21,2288.0752546102067,2309.0027424821933,2253.1961706044526,2260.171875
198,2020-10-22,2246.220100675441,2302.02685546875,2232.2685056484424,2302.02685546875
199,2020-10-23,2336.9062475217156,2336.9062475217156,2281.0996726486555,2295.05126953125
200,2020-10-26,2302.0267990682387,2343.8817704664293,2295.0509080543225,2329.93017578125
201,2020-10-27,2329.930240862614,2371.7852134299296,2322.954349653842,2343.8818359375
202,2020-11-02,2343.8821997916416,2364.809689323992,2302.02722072694,2357.833984375
203,2020-11-03,2364.809689323992,2371.785581615671,2343.8821997916416,2357.833984375
204,2020-11-04,2385.7371176248193,2385.7371176248193,2295.05126953125,2295.05126953125
205,2020-11-05,2350.8576833770403,2434.567626953125,2343.8817922981484,2434.567626953125
206,2020-11-06,2448.5193575256794,2511.3018138850466,2420.615981140633,2483.3984375
207,2020-11-09,2567.1090686414723,2574.0849609375,2497.350707709255,2574.0849609375
208,2020-11-10,2650.818751694874,2797.31134029774,2629.8912658005584,2790.33544921875
209,2020-11-11,2769.408270034712,2922.8767667131106,2755.456673674256,2874.0458984375
210,2020-11-12,2860.094232477144,2860.094232477144,2734.5291106931386,2755.456787109375
211,2020-11-13,2769.407963324434,2846.142203165362,2762.432072245444,2790.33544921875
212,2020-11-16,2825.2152745981684,2839.1668721657106,2741.5051271648413,2762.4326171875
213,2020-11-17,2790.3359996652757,2804.2877845755092,2741.5051271648413,2762.4326171875
214,2020-11-18,2776.383798584114,2825.2146604699897,2769.4079076453745,2818.23876953125
215,2020-11-19,2797.3112840576823,2881.021413294605,2776.383798584114,2818.23876953125
216,2020-11-20,2818.239194293851,2846.1425749117325,2783.35992168583,2804.28759765625
217,2020-11-23,2797.311708824248,2860.094174778352,2797.311708824248,2846.142578125
218,2020-11-24,2874.0453022309093,2950.779534651969,2846.141927955739,2929.85205078125
219,2020-11-25,3013.5625,3062.393366470312,2964.7316335296887,3013.5625
220,2020-11-26,2943.8039031839576,3013.5622513364965,2943.8039031839576,2992.634765625
221,2020-11-27,3020.5383235430595,3048.441701946404,2978.683349609375,2978.683349609375
222,2020-11-30,2964.731741035689,2985.659229232878,2783.359864422263,2853.118408203125
223,2020-12-01,2881.0217981686096,2971.70764311629,2839.1666342874164,2957.755859375
224,2020-12-02,3013.562435389288,3027.5142182774903,2964.731569965909,2999.61083984375
225,2020-12-03,3034.4903540664723,3069.36962890625,2999.6112665693854,3069.36962890625
226,2020-12-04,3069.369192256768,3069.369192256768,2978.683352854111,2999.61083984375
227,2020-12-07,3034.4903540664723,3083.3212264365466,3034.4903540664723,3069.36962890625
228,2020-12-08,3069.36962890625,3069.36962890625,3027.5146489726694,3069.36962890625
229,2020-12-10,3104.2487163759206,3104.2487163759206,3020.53857421875,3020.53857421875
230,2020-12-11,3069.3693184298054,3069.3693184298054,2971.707583568452,2985.6591796875
231,2020-12-14,2999.61096314922,3006.5868548800804,2978.683475299312,2985.6591796875
232,2020-12-15,2985.6591796875,2992.63507141836,2957.7558001067314,2985.6591796875
233,2020-12-16,3027.514283187328,3034.489987438324,2999.6109041553404,3013.5625
234,2020-12-17,3041.4660629223727,3041.4660629223727,3006.586977530561,3020.53857421875
235,2020-12-18,2978.683475299312,2999.61096314922,2978.683475299312,2985.6591796875
236,2020-12-21,3020.538509504323,3027.5144013703,2936.828369140625,2936.828369140625
237,2020-12-22,2957.7555372237102,2985.6589143244482,2874.0455932641516,2881.021484375
238,2020-12-23,2894.9730834883235,2915.9005695088226,2755.4563851232274,2901.948974609375
239,2020-12-28,2964.731689453125,2971.7075811783748,2901.9492259538943,2964.731689453125
240,2020-12-29,2964.731747249595,2985.6592354906466,2908.9249870450076,2915.90087890625
241,2020-12-30,2922.8765875353615,2936.82818304056,2881.021613677104,2908.9248046875
242,2021-01-04,2894.973393542397,3013.5626185879996,2894.973393542397,3006.5869140625
243,2021-01-05,2999.6108365762175,2999.6108365762175,2957.755675299869,2978.683349609375
244,2021-01-06,2985.6586119889544,2999.610392797858,2901.9486765060797,2929.85205078125
245,2021-01-07,2971.707583568452,2992.63507141836,2936.8283122568228,2985.6591796875
246,2021-01-08,3020.5380956307,3062.39306640625,2999.610610242925,3062.39306640625
247,2021-01-11,3083.320759056247,3250.7410280978143,3076.3450550198454,3243.76513671875
248,2021-01-12,3264.692756895887,3327.4750288991268,3257.7168656321232,3292.595947265625
249,2021-01-13,3327.4749755088324,3376.305838886357,3313.523567890477,3341.4267578125
250,2021-01-14,3362.3543079960305,3369.329824206812,3292.595773720519,3327.474853515625
251,2021-01-15,3327.475140575769,3327.475140575769,3174.0066516782085,3194.934326171875
252,2021-01-18,3194.9342120343545,3243.7650760897855,3167.031021724959,3222.83740234375
253,2021-01-19,3278.644157647859,3278.644157647859,3215.8618857803895,3222.83740234375
254,2021-01-20,3257.7168210860514,3432.1126015541886,3243.7650387493,3411.185302734375
255,2021-01-21,3432.1125934157158,3453.0402668712177,3327.4749755088324,3341.4267578125
256,2021-01-22,3390.2576755876853,3390.2576755876853,3264.692756895887,3292.595947265625
257,2021-01-25,3341.4265743625956,3341.4265743625956,3215.8616645792467,3334.45068359375
258,2021-01-26,3334.450975275935,3341.4268666549992,3222.8374625815572,3243.76513671875
259,2021-01-27,3243.7650760897855,3292.595940145216,3139.1274567302453,3222.83740234375
260,2021-01-28,3194.9344425565455,3243.7653101352407,3083.320923895144,3118.2001953125
261,2021-01-29,3187.958600725269,3215.8621681702384,2915.90087890625,2915.90087890625
262,2021-02-01,2915.901119359534,3097.273011309534,2762.4326098128176,3069.36962890625
263,2021-02-02,3132.151408488608,3132.151408488608,2971.7072292095686,3041.465576171875
264,2021-02-03,3125.1760799424405,3125.1760799424405,3041.465941137159,3055.417724609375
265,2021-02-04,3104.248420610299,3194.934258799887,3048.441664489324,3132.151611328125
266,2021-02-05,3167.0312502338675,3167.0312502338675,3083.320923895144,3118.2001953125
267,2021-02-08,3160.055173151279,3160.055173151279,3104.248417093527,3111.22412109375
268,2021-02-09,3139.1274567302453,3327.47502170329,3139.1274567302453,3222.83740234375
269,2021-02-10,3229.8133539606215,3285.62011030781,3208.8860545087537,3243.76513671875
270,2021-02-11,3278.6445246079156,3285.6204166373664,3229.813655087123,3264.693115234375
271,2021-02-15,3285.62060546875,3334.4514777959535,3278.644713038381,3285.62060546875
272,2021-02-16,3306.5479078055296,3306.5479078055296,3250.7411493763047,3257.717041015625
273,2021-02-17,3285.6199866690404,3299.57176890216,3222.8373413053155,3229.813232421875
274,2021-02-18,3278.6443412482477,3327.475208038152,3243.765257736984,3257.717041015625
275,2021-02-19,3208.8859499835935,3341.4267578125,3208.8859499835935,3341.4267578125
276,2021-02-22,3383.2817300381907,3397.233512341859,3320.4990843569985,3341.4267578125
277,2021-02-23,3355.378540116168,3369.329947734523,3306.547676738643,3341.4267578125
278,2021-02-24,3341.4267494648775,3362.3544228680976,3285.6199950749365,3299.57177734375
279,2021-02-25,3327.4749671960644,3327.4749671960644,3257.716805222622,3299.57177734375
280,2021-02-26,3299.5723903294884,3313.524175190227,3278.644713038381,3285.62060546875
281,2021-03-01,3348.4025359207017,3369.329833984375,3292.5957832754048,3369.329833984375
282,2021-03-02,3397.2336980785003,3404.2095896117266,3348.40283203125,3348.40283203125
283,2021-03-03,3348.402898746133,3383.281982421875,3306.547923398174,3383.281982421875
284,2021-03-04,3383.2816679668517,3383.2816679668517,3299.5717250512535,3320.4990234375
285,2021-03-05,3306.547555512681,3327.474853515625,3278.6439919283566,3327.474853515625
286,2021-03-08,3348.4026405992845,3362.3544228680976,3299.57177734375,3299.57177734375
287,2021-03-09,3313.5237322653225,3313.5237322653225,3180.9825431760974,3194.934326171875
288,2021-03-10,3243.765014654994,3250.7409057715536,3201.9100426409473,3229.813232421875
289,2021-03-12,3271.6683832779895,3271.6683832779895,3167.031134865651,3194.934326171875
290,2021-03-15,3194.9343877260376,3229.813471202137,3180.9826044614624,3187.95849609375
291,2021-03-16,3250.7409743683593,3327.4750288991268,3215.861892734857,3292.595947265625
292,2021-03-17,3264.6929326549457,3278.6443412482477,3208.886174225721,3257.717041015625
293,2021-03-18,3285.6199430035517,3327.474914461351,3271.6681609558505,3320.4990234375
294,2021-03-19,3313.52379944485,3313.52379944485,3257.717041015625,3257.717041015625
295,2021-03-22,3278.644095552481,3278.644095552481,3222.8373413053155,3229.813232421875
296,2021-03-23,3292.5961245268886,3292.5961245268886,3243.765257736984,3257.717041015625
297,2021-03-24,3299.572016166209,3299.572016166209,3243.765257736984,3257.717041015625
298,2021-03-25,3278.644157647859,3278.644157647859,3194.9342120343545,3222.83740234375
299,2021-03-26,3229.813300577067,3292.595947265625,3222.8374093133025,3292.595947265625
300,2021-03-29,3334.450920162891,3334.450920162891,3292.595947265625,3292.595947265625
301,2021-03-30,3278.644141642798,3278.644141642798,3125.1758463196584,3139.12744140625
302,2021-03-31,3104.2489037460277,3125.176393712818,2971.707884166102,3069.36962890625
303,2021-04-01,3034.489737047993,3048.4415190840923,2936.8280121659077,2992.634765625
304,2021-04-05,3013.561986264125,3020.5378766685767,2901.9486765060797,2929.85205078125
305,2021-04-06,2979.0786046564326,3021.9431761390583,2964.790542069397,3000.510986328125
306,2021-04-07,3021.9431761390583,3029.087111502197,2971.934669293294,3000.510986328125
307,2021-04-08,3036.2316567878115,3114.8164914888293,3021.943592233438,3107.67236328125
308,2021-04-09,3129.1047479039885,3143.392812458362,3107.67236328125,3107.67236328125
309,2021-04-12,3136.248873781834,3136.248873781834,3000.511580799606,3007.655517578125
310,2021-04-13,3007.655315670796,3043.375764608626,2943.3587378156426,2971.93505859375
311,2021-04-14,3057.6638495497646,3107.67236328125,3014.7994640258585,3107.67236328125
312,2021-04-15,3136.248609161312,3150.536865234375,3057.663776341807,3150.536865234375
313,2021-04-16,3179.11340263964,3186.257339303291,3079.0963707405836,3100.528564453125
314,2021-04-19,3114.8167229916435,3129.10498046875,3079.0964630204767,3129.10498046875
315,2021-04-20,3064.8081781972573,3093.384501035695,3014.799661195191,3079.096435546875
316,2021-04-21,3029.0872951713122,3064.8077415959547,3021.943359375,3021.943359375
317,2021-04-22,3021.9431761390583,3043.3753659499916,3000.510986328125,3000.510986328125
318,2021-04-23,3000.5114317525017,3057.6638824456563,2993.3673034680623,3036.231689453125
319,2021-04-26,3029.0876827866296,3036.2318113579063,2950.5030359457683,2957.64697265625
320,2021-04-27,3000.511486809083,3000.511486809083,2964.7910365922357,2979.0791015625
321,2021-04-28,2979.078812716717,3014.7992594701786,2950.502685546875,2950.502685546875
322,2021-04-29,2993.3672512121343,3000.5113793718574,2957.6468022743043,2971.93505859375
323,2021-04-30,2964.79130087875,2971.9354299311176,2893.3505859375,2893.3505859375
324,2021-05-03,2900.4941278103643,2907.638063555697,2857.6295540345236,2864.773681640625
325,2021-05-04,2871.918063670407,2907.63832114384,2864.7739354314053,2900.494384765625
326,2021-05-05,2936.214577976379,2950.502834141665,2914.7823855892316,2921.926513671875
327,2021-05-06,2950.5031012085983,2950.5031012085983,2907.6385206936034,2936.21484375
